round,players,round_placement,points,matches,wins,avg_elims,avg_place
Round1,"AVEXZ 父, Beѕt PІayer, Bughafan-0845789",932,129,9,0,5.11,11.44
Round1,"Hastings, Вааz, ʙᴏᴛ 2.0",933,129,10,0,5.1,12.8
Round1,"WSHCZORA, Skylaty Tman, Skylaty V0rtex",934,129,9,0,5.0,10.33
Round1,"Twitch Infrior, Twitch Ximbit, AlbxrtoFN",935,129,10,0,4.9,12.7
Round1,"Raionnnnnnnnnnxk, Twitch Delxfn, SigМа",936,129,9,0,4.56,11.44
Round1,"scuzzzyϟ, jac dabdabdab, 17medium",937,129,9,0,4.22,10.78
Round1,"Twitch Renoc, BІind, Cosmics",938,129,10,0,4.1,11.8
Round1,"Twitch oasissfn, OP VirtuaІ, TTVmephisto05_GR",939,129,10,0,3.9,12.3
Round1,"Twitch ZukiWyd, Aggro Skolzy, PREZY ACKERMAN",940,129,10,0,3.8,11.6
Round1,"eaglez ǃ, bonsai uv, The Kid Kyriacou",941,129,10,0,3.8,12.5
Round1,"Twitch bumskifn, iqGOLDEN Ⅲ, Sуcо",942,129,10,0,3.5,11.5
Round1,"nogzi iwnl., Tito Didnt Ask, noob cold",943,128,8,3,6.25,12.38
Round1,"FS Khaluch0, Sitolui, FS Versify",944,128,7,2,7.43,9.57
Round1,"Twitch Vylix1x, ay лол alex, уeаr",945,128,9,2,5.89,13.89
Round1,"AiΨ, Temр, lostbat.",946,128,10,2,5.6,15.2
Round1,"Brown Boy Rayt, vorex 14, twitch droodaddy",947,128,9,2,5.56,13.0
Round1,"Kschwarzyy, Girber Baby, Retired Dan",948,128,9,2,5.11,14.22
Round1,"woo suavae, guap over wap, HarumGG",949,128,9,2,4.56,12.78
Round1,"yt doshie, Twitch Fear1x_, Mero Fan Attend",950,128,9,2,4.56,13.22
Round1,"bb reece, ecto has anxiety, RОDEMОN",951,128,10,2,4.5,13.3
Round1,"Twitter Bezellol, nіcо ϟ, Academic",952,128,8,2,3.88,9.0
Round1,"IGL Evade, Venture Reliq, 200 Suhfix",953,128,10,2,3.4,12.7
Round1,"the1ZK on Twitch, Not Infi, Not Smoochi",954,128,9,2,3.22,10.67
Round1,"twitch tubefn, sh1tonby60hz, phroxx 父",955,128,10,2,3.2,11.8
Round1,"sazerk, tyvolx, Hеlo",956,128,8,1,6.63,12.25
Round1,"BLDM Collin, Big Meat JT, kookie.",957,128,10,1,6.3,16.9
Round1,"Aoxy., Azareyli, Ѕwurl",958,128,10,1,6.1,16.8
Round1,"Hi Im toxi, folk on folk, PARKER 帝",959,128,8,1,5.88,9.63
Round1,"Nicho loves Ally, devil saoxzxisa, Sad Chrno ム",960,128,8,1,5.75,9.5
Round1,"Youtube Ghosty1x, DEMON SCRAPZ, SaucyHD",961,128,10,1,5.4,13.6
Round1,"DONDADA SLANGZ, Twitch PolygonFN, Stеevy2004 ッ",962,128,10,1,5.3,13.0
Round1,"ᵃˢˢᵃˢᶤᶰᵒ, NannFN on Twitch, рowda",963,128,9,1,4.89,12.78
Round1,"Youtube Crispiez, wonzon., Веst Рlаyеr",964,128,8,1,4.88,10.88
Round1,"trillicsψ, Dumplin, ttv.omgitsnest",965,128,10,1,4.8,13.2
Round1,"Locoﾒ, Daddy LOYAL, Shingavi",966,128,9,1,4.67,11.67
Round1,"Boogerlover64L2, thanks, EpikKinnylol",967,128,9,1,4.67,12.56
Round1,"F0NZE, Bad Boy Examz, Demon Bаndit",968,128,10,1,4.6,13.4
Round1,"Tomahawk TF, FROZO NICKK, Bearishh TF",969,128,10,1,4.5,13.7
Round1,"trees2020, PravTM, amin0 .",970,128,10,1,4.4,13.9
Round1,"Sullyreyli ӝ, Rое, Zakarіya",971,128,9,1,4.22,11.56
Round1,"Best Player DG, Nixywyd, Matt on kovaaks",972,128,10,1,4.1,13.7
Round1,"Torvxz, GC Hsai matou um, GC Gian 7",973,128,9,1,3.89,12.22
Round1,"Coolpuppy69420, twitter txpapirr, EuroXBL",974,128,10,1,3.5,12.6
Round1,"careyed, Goml., Melvin VE",975,128,8,0,7.13,12.13
Round1,"Pаralyzed, BLDM Fresh, BLDM Dru",976,128,10,0,6.9,15.7
Round1,"gеnti, mіlо, Kwaik has rupees",977,128,9,0,6.67,13.0
Round1,"Аmezquita, Twitch xzeevit, Jaan on Macros",978,128,7,0,6.43,7.14
Round1,"ENDLESS COMP, GRAНAМ, Canadian Shrimpy",979,128,9,0,6.33,13.44
Round1,"Ensena, summer 熱, bеstplayerzeke",980,128,10,0,6.2,13.3
Round1,"Monke Power, Tiger么test, Madden FN",981,128,10,0,6.2,13.7
Round1,"angel krezz, LOOKATUONTHEFLOW, gorillaftw tv",982,128,10,0,6.2,16.4
Round1,"Vаssilly 777, Cheater zadic, soysweaty-",983,128,8,0,5.63,8.5
Round1,"GodlyAres, CHEEZIE 父, LEMFLEM 父",984,128,10,0,5.5,13.7
Round1,"Banana Leaffy, bradyφ, IZφ",985,128,10,0,5.4,13.7
Round1,"Pipо., venzi ., Bxnditqt",986,128,8,0,5.25,7.5
Round1,"Aimbot LORBᴴᶜˢ, Linoᴴᶜˢ, Diegolᴴᶜˢ",987,128,10,0,5.2,14.4
Round1,"Cui Ackerman, Eurikan Da Beast, ⱮadƁeast",988,128,9,0,5.11,12.89
Round1,"24 Krow, YT Wiftylol, Fncs Asic",989,128,10,0,5.1,11.6
Round1,"jexcy, Capaterson, ENDLESS FIFTY",990,128,9,0,5.0,11.22
Round1,"LG Ѕlackes, lil sartic vert, ВBG Bucke",991,128,10,0,4.9,12.0
Round1,"Pollo ϟ, Slagik ۶, Bolita ϟ",992,128,10,0,4.9,12.1
Round1,"Virgin OneShot, minxxum, Нybrіd",993,128,9,0,4.89,11.78
Round1,"FB Caramelofn, Edwin1Ψ, 1Tyxツ",994,128,10,0,4.8,13.6
Round1,"pаrby, NIQ 父, Gomezoj",995,128,10,0,4.7,12.0
Round1,"Stax父, ItsKingsly父, Howlz父",996,128,10,0,4.7,14.1
Round1,"Stealthy Sock, Stealthy Max, Stealthy Kai",997,128,9,0,4.56,11.78
Round1,"Trone on SARMS, Alec ay лол, christyrr",998,128,9,0,4.44,12.0
Round1,"Vigs Son Duster, Vig々, Vigs Son Troy",999,128,10,0,4.2,12.1
Round1,"zWaffle., Sorrow 帝, Big Bicuspid",1000,128,7,0,4.0,7.29
Round1,"BOSS MANNN DOUBT, Twitch finleyFPS, s1ghtedfn",1001,128,9,0,3.89,11.22
Round1,"Nate Qualifies, pickleboy 101, Sir Bever",1002,128,10,0,3.8,11.8
Round1,"acаcia, serecia, Code Cenci",1003,128,10,0,3.4,11.1
Round1,"Twitch AyisFN, TwitchSummerzzFN, boasterrr",1004,127,8,2,8.88,16.63
Round1,"belmac., YT Chaotic Vibez, Twitch.mrzrip",1005,127,10,2,5.7,13.7
Round1,"7F Eternal 鬼, Twitch FibrFN, Squill ϟ",1006,127,9,2,4.56,13.56
Round1,"Κickster, Nolanꓐ, SоIo.",1007,127,9,2,4.44,12.22
Round1,"onsighty, Εxtii ツ, glen ay лол",1008,127,10,2,4.4,15.0
Round1,"Bravo FN YT, Nosn yt, Youtube Uviik",1009,127,10,2,4.3,13.7
Round1,"slend ب, bestsnipernae, chuun on youtube",1010,127,10,2,4.3,14.5
Round1,"Twitch APSanta, Madelyn Warner, tv.sirsmog",1011,127,10,2,4.3,15.1
Round1,"ramzoh ẋ, tazed ẋ, vulcanoh ẋ",1012,127,8,2,4.13,9.38
Round1,"Krum on SARMS, yt srfn, Alfaψ",1013,127,10,2,3.6,12.7
Round1,"DK Wolfe, NTNS TAYZ, DK MoutMout",1014,127,9,1,6.89,16.44
Round1,"Thumpith, DANTH3MON, NlCKMON",1015,127,10,1,6.6,14.7
Round1,"guga ӝ, Zigzゖ, Dаt",1016,127,8,1,6.38,10.63
Round1,"archsenpailol.tv, thirst softaims, teeqs 父",1017,127,8,1,6.25,10.63
Round1,"LoomFN on YT, YouTube Tacts FN, Holy Jun3yur",1018,127,9,1,6.11,14.0
Round1,"FRIGHТ, Absurd ツ, NRG EpikHeetlol",1019,127,10,1,6.0,13.9
Round1,"boхed like fishy, Youtube Statswyd, TWITTER AUSIWNL",1020,127,10,1,5.9,15.4
Round1,"wamino lol, paypalme wassimq, Beddy.-",1021,127,10,1,5.9,16.3
Round1,"Zadyk., yo pantade, mv ramssez",1022,127,9,1,5.67,12.67
Round1,"rejectz 文, Κieru, Sandia〤",1023,127,8,1,5.63,9.63
Round1,"twitch ckrakked, P1erson, krazyψ",1024,127,10,1,5.6,15.4
Round1,"GC Juman, LowGroundAtomTea, SI CODIGO FARID",1025,127,9,1,5.56,13.89
Round1,"Swify米, 24-7 Advanced, noob void",1026,127,10,1,5.3,13.4
Round1,"zeshi., luv chyldsh, Youtube Silqy",1027,127,10,1,5.3,13.5
Round1,"Aimlessisaac., Exollty, Zylexks",1028,127,10,1,5.3,13.7
Round1,"visions sucks, KOLARRRRRRRRRRRR, ѕіde",1029,127,10,1,5.2,14.0
Round1,"Clеo, DRЕАМZ, Vlict",1030,127,9,1,5.11,12.11
Round1,"KingJоsh, Saucy Smoke, Muqulodas",1031,127,9,1,5.11,12.22
Round1,"rayafishy, marlinﮎ, Aqualix Purrq",1032,127,9,1,5.11,12.33
Round1,"Xpoor., SumYxngBlakKid, Full Pieced",1033,127,9,1,5.0,12.11
Round1,"Jacobo btw, Ivenis., PlayboyLalox",1034,127,10,1,5.0,14.5
Round1,"4.2GPA Saphal, ηickiipoo, colinchong89",1035,127,10,1,4.9,14.2
Round1,"Reapz 父, Basel父, RecklezzRex",1036,127,10,1,4.8,13.8
Round1,"ofates, merc シ, sF Lek 03",1037,127,10,1,4.8,15.0
Round1,"uR Pilotzツ, Big AJ., uR Stuun",1038,127,9,1,4.56,11.67
Round1,"Kiwiz, 9L Orange 父, FrostyJays on YT",1039,127,8,1,4.5,9.75
Round1,"Twitter yoXenom, boxsy., Twitch TRChris_",1040,127,8,1,4.5,9.88
Round1,"sywixe, blаdey, ETL Hamick YT",1041,127,9,1,4.44,12.33
Round1,"DannydrinkssTTV, DevourSoy, TwitterE17Arri",1042,127,9,1,4.44,12.67
Round1,"Аlbum, Albums Duo Cozi, Moon 父",1043,127,10,1,4.3,12.7
Round1,"TheBigWeir, Legend Ѱ, Internal Mike",1044,127,10,1,4.3,13.6
Round1,"bawuga., CARRIED BY ACORN, vibefiez",1045,127,10,1,4.2,13.8
Round1,"JZО, CHXRCHE, ADERTZ",1046,127,9,1,4.11,11.0
Round1,"Gеm ay лол, Diеgo., Aidenheat",1047,127,10,1,4.1,11.3
Round1,"YahhDopey, YahhTonyy, zachoj",1048,127,10,1,4.1,14.6
Round1,"YouTube Kaze1x, Youtube AyMax1x., YouTube Alexou1x",1049,127,10,1,3.9,12.6
Round1,"byrdman ψ, phizz父, fraxy父",1050,127,10,1,3.8,13.7
Round1,"Predator Devin, FNCS_Jay., AwaitsFn",1051,127,10,1,3.6,12.3
Round1,"Аleхis, Fncs Kenda, FNCS Eqvn",1052,127,10,1,3.6,12.8
Round1,"Nik120hz, Rellzyz, ItzZenixyt",1053,127,10,1,3.6,13.2
Round1,"Clokesito., Parclix, Тheo.",1054,127,9,1,3.56,9.67
Round1,"Imаgined, Kev ϟ, ɱercy",1055,127,10,1,3.4,14.1
Round1,"apex ceneto, Youbr., Strawhat Ace",1056,127,10,1,2.8,12.5
Round1,"Strxtchy, Feuilley, SamZoX.",1057,127,9,0,7.89,14.78
Round1,"Aiрhа, Duckeyǃ, Zenn Is NeXt",1058,127,10,0,7.4,14.3
Round1,"dgun jr, LG Pizzerito ӝ, Gon夢",1059,127,8,0,6.88,12.25
Round1,"Msey 雞, Elevqte, Triixlol",1060,127,10,0,6.4,14.1
Round1,"PSN Nam XBL, noob peeps, Zachattack-300",1061,127,10,0,6.3,13.2
Round1,"ONISLAY, Klaww., Frosty Onillama",1062,127,10,0,5.9,13.5
Round1,"dеnto, Bauzа, Causelillo",1063,127,9,0,5.89,11.67
Round1,"Twitch Begottenn, Aguifox, Chinëʂë28sebas",1064,127,8,0,5.75,9.5
Round1,"child dealer, KYANNNNNNNNNNNNN, Vinte .",1065,127,8,0,5.63,9.38
Round1,"Tutelar㨻艾比, get buﱞllied, TTV ItzRockett",1066,127,8,0,5.63,9.63
Round1,"ColinKicksツ, Octurnoツ, Silky ϟ.",1067,127,10,0,5.4,13.0
Round1,"Lenain., Iηsiight, ControllahVirus",1068,127,8,0,5.38,8.13
Round1,"Zоi, Βrutаl, GODAIM GABE",1069,127,9,0,5.22,11.78
Round1,"No earnings J., Ehditz., TTV AkaModifys",1070,127,9,0,5.11,10.56
Round1,"TheStoryOW, SteadyDN, Twitch Jtagss",1071,127,10,0,5.1,13.7
Round1,"emitripp, Güss., iksrr",1072,127,9,0,5.0,10.22
Round1,"Jedyy., DNA hazeヾ, Confess xyro",1073,127,10,0,4.6,13.3
Round1,"OA Jivan, yung adil on yt, Temprrrrrrrrrrrr",1074,127,9,0,4.44,10.11
Round1,"塔夫西, nuts 父, sparks1x twitch",1075,127,10,0,4.3,14.1
Round1,"Twitter Vaporbtw, dumifukYT, YouTube NishFish",1076,127,10,0,4.2,11.3
Round1,"Sensful, Youtube Timberz, jwordn ハハ",1077,126,10,2,5.5,17.6
Round1,"999Shark, Twitch Freelo1x, TTVJoneswastaken",1078,126,9,2,5.22,11.56
Round1,"KJ ꓐ, SMG only Vybez, no brain bad aim",1079,126,9,2,5.22,13.44
Round1,"Twitch Ezraalol, Twitch Seltah, Twitch ParkHokie",1080,126,10,2,4.9,13.9
Round1,"MF FLOOID父, Pinnokeyo, NＯＯBMASTER69",1081,126,10,2,4.7,15.5
Round1,"Coyzo, blnx 父, twitter smackkfn",1082,126,10,2,4.6,14.5
Round1,"Empie, updawgski, Garrett-King",1083,126,9,2,4.44,11.22
Round1,"Lamzоn, Dizzуϟ, OVO Faker",1084,126,9,2,4.22,12.78
Round1,"Fiѕhу., twitch plxshady, Vіperr",1085,126,9,2,4.0,11.22
Round1,"Melvzss, Youtube Velloh, Dashharoonie",1086,126,8,2,3.75,9.25
Round1,"Mr. Vortx, Quad spat on you, DEMONIPEZ",1087,126,10,2,3.3,12.2
Round1,"feapes on chakra, Its_MxstyFN, Twitch Mohali ϟ",1088,126,9,2,2.89,11.67
Round1,"NKS ViKiins, YouTube Emu24K, Nks Conpiño",1089,126,9,2,2.33,8.44
Round1,"abzyou, youtube hawzi, jxsber",1090,126,9,1,6.11,13.89
Round1,"Twitch trxgicszn, GlizahAteYoBooty, Kuigx 父",1091,126,10,1,6.1,15.9
Round1,"DEMONHUSS, Danіno, IGotYou_Ѣ ツ",1092,126,8,1,6.0,10.0
Round1,"Juke 11, Aplect, FA Omarionn",1093,126,10,1,6.0,16.4
Round1,"sadsoup09, ethernetcable707, NinjagoTurtles31",1094,126,8,1,5.88,11.88
Round1,"quоc, acrian, smarty",1095,126,10,1,5.7,16.2
Round1,"mіѕt., Cole 강, FnJive TTV",1096,126,9,1,5.67,13.11
Round1,"Deejау, Morseey., Вuon",1097,126,10,1,5.5,15.1
Round1,"lukefishh, juhnn., TееWіlly",1098,126,9,1,5.44,11.67
Round1,"Fragger Autix, 2021 Masons Year, Dead Opp Butta",1099,126,10,1,5.3,13.4
Round1,"Astryll, Jxke Quit, TchZG ب",1100,126,9,1,5.22,11.22
Round1,"CrankyFN On YT, 슬퍼., PudgTV",1101,126,9,1,5.22,11.89
Round1,"youtube jinxify, JFree, Twitсh CBearFN",1102,126,9,1,5.22,11.89
Round1,"psycho ᴠɪʙᴇᴢ., CaruLツ, Presentzz ད",1103,126,9,1,5.22,12.78
Round1,"G2 Jahq, TTV Repulsivess, trickycharms",1104,126,10,1,5.2,13.7
Round1,"igl from paradis, Baka Killua-kun, Baka Death",1105,126,10,1,5.1,14.6
Round1,"XT Daroca, sF Jafeth, Frank 1.20",1106,126,10,1,5.1,14.8
Round1,"Snoosh dabdabdab, vec ., DANZEMǃ",1107,126,9,1,5.0,10.78
Round1,"Mystxtz, Perfect -ω-, oOptionz",1108,126,9,1,4.89,11.78
Round1,"Lykrо, Packet Loss AK, Why Sο Serious A",1109,126,9,1,4.78,12.78
Round1,"YT DeathwasTaken, OpDropz, YT JirenFN",1110,126,10,1,4.6,13.3
Round1,"F7Neighbor TTV, Ghostly Jukes, DEMON FIGHTER.",1111,126,9,1,4.56,11.0
Round1,"piece ctrl 0li, Exaay, Creative Kid ϟ",1112,126,10,1,4.5,12.4
Round1,"Clay AP, ㅤClebㅤ, fnatic mel",1113,126,10,1,4.4,12.2
Round1,"Reformed Dabwuah, uwdu., Doverr.",1114,126,10,1,4.4,13.4
Round1,"ORG Nize, Nicoch55, TWITCH M4GNO",1115,126,10,1,4.4,13.5
Round1,"bοxed by johnny, AndrewKilburg, radenz has 5k pr",1116,126,9,1,4.33,11.0
Round1,"BigRicky100, DL Clipx, big blicky fan",1117,126,9,1,4.33,12.44
Round1,"mопkеy, Druxrr, sﱞofﱞty",1118,126,9,1,4.11,9.78
Round1,"ELE Deoxys, Zеn ХI, H2O Sebbie",1119,126,10,1,3.8,12.0
Round1,"Zеnty, crusty4k, Meefksrr",1120,126,9,1,3.78,12.33
Round1,"ᴵᵐᵖᵃᶜᵗ SANTI ϟ, Jose1x., ᴷʸᴺˣ ᴰᴬᴺᴵᴱᴸ",1121,126,10,1,3.5,13.3
Round1,"Shxdе, Twitch Shxde2x, sightfy",1122,126,10,1,3.4,11.6
Round1,"A1 Prezy, A1 hydriae, FerNann.",1123,126,10,1,3.2,12.3
Round1,"TwitchAndyGGs_, Fragger Envy, YouTube Mefoo",1124,126,8,1,2.88,6.63
Round1,"Krash 1st., Alumno del gabow, Sebot My Dad.",1125,126,10,1,2.6,12.2
Round1,"MasG The Poet, Dоlрh., Overtime Money",1126,126,10,0,8.5,19.7
Round1,"kаri., sсatt, W.o.z.",1127,126,7,0,7.71,8.29
Round1,"Wish 父, Fear 父, Lyriᴄ",1128,126,8,0,5.75,10.88
Round1,"Tjαy2k, TJISMYLOVELMAO, jаmеs .",1129,126,9,0,5.56,13.56
Round1,"Goyard ζ, Jordanヽ, Real Scorchy",1130,126,10,0,5.2,11.9
Round1,"twitch clxcker, Neеdle, Аboudi",1131,126,9,0,5.11,9.89
Round1,"Ĉity, Wattsin〆, Vibing Hatch.",1132,126,10,0,5.1,11.6
Round1,"swavyyy ., еssy., complex estii",1133,126,9,0,5.0,10.89
Round1,"FernandoFlowS, Camkep_YT, I LOVE STEP MOM",1134,126,10,0,4.9,12.6
Round1,"SRN Bucktee, SRN Deаth, SRN Zykoma",1135,126,9,0,4.89,11.78
Round1,"ScorpiaGG, Qiuaz, TwitterBigGerard",1136,126,10,0,4.8,14.2
Round1,"SPLAT〆, Valenو, GA Murpns",1137,126,10,0,4.7,12.9
Round1,"Daker.ec, Niñito Lucid, 7 Sixer 父",1138,126,9,0,4.67,11.56
Round1,"MT Lalty Ψ, NRG BOB., MT ᴠᴇɢʌꜱ",1139,126,10,0,4.5,12.9
Round1,"altzお, Twitch Shandewtf, Sewrz",1140,126,10,0,4.5,15.0
Round1,"twitter trulyfn, vizta shred, ƧilverChief",1141,126,9,0,4.44,10.89
Round1,"WG Instinct, 1 Sandy, ᴵᴹ.R4ZE.JAMES.",1142,126,8,0,4.25,7.13
Round1,"Twitch BaljeetFN, Deft JTK, IG Aloof.Tyler",1143,126,9,0,4.22,10.89
Round1,"snreb 11e, Twitch DonBon, Аrctіс",1144,126,10,0,4.2,12.7
Round1,"Zabuuよ, Bool ϟ, Nobuù",1145,126,10,0,4.2,14.2
Round1,"cozmic ϟ, NOMA罪人, mах.",1146,126,9,0,4.11,11.0
Round1,"bazurk., elims is washed, kramer .",1147,126,10,0,4.0,11.0
Round1,"A1 Griffin, nicejs, Jaycurles",1148,126,9,0,3.78,9.44
Round1,"Tylers3405, RAV 父, EG Spotic",1149,126,10,0,3.4,13.5
Round1,"one dumb dog 9, youtube jridd, BC Shift",1150,126,10,0,3.3,11.6
Round1,"sk1ttl, Encrypteds Babe, ttv encrpytedfn",1151,125,9,3,4.44,12.78
Round1,"0nset, DonksLUL, ISOLATE14G",1152,125,10,2,6.6,17.5
Round1,"Fﱞate, Ryder Laki, 8 in Daddy",1153,125,10,2,4.5,13.7
Round1,"Ayannylol 父, Azannylol 父, Yarkψ",1154,125,9,2,4.44,12.11
Round1,"Crit Ω, tropicylz, dan in japan",1155,125,9,2,4.44,12.44
Round1,"EJJ Kermx, u died to ynglzr, EJJ RaveNplZ",1156,125,9,2,4.44,12.67
Round1,"Emuuuuuuuuuuuuuu, D2E Zaafy, GOOСH メ",1157,125,10,2,4.4,16.2
Round1,"xOpzJorge, Dabbing1738, xOpzBenji",1158,125,9,2,3.67,11.11
Round1,"Skiba ay лол, 2 Tac Dom, Twitch fnzippy",1159,125,9,2,3.44,11.89
Round1,"Тherk, fgeub, Wаlrus.",1160,125,10,2,3.2,13.3
Round1,"Alty Stressy, Yt_ProdyGt, Skits11",1161,125,10,2,2.7,13.0
Round1,"youtube bloof, coldisgod1, youtube mellyFN.",1162,125,10,1,8.0,18.8
Round1,"Anbu Mello, azoreyli ӝ, Jvоn",1163,125,10,1,7.2,17.0
Round1,"STEVEN父, lunrix from 63rd, Stole",1164,125,9,1,7.11,12.78
Round1,"johnthickYT, I Be Simping, Apunch1x.",1165,125,9,1,6.22,14.11
Round1,"TMP Rasta, Twin Dielex, Twin Aitron ɷ.",1166,125,10,1,6.2,15.8
Round1,"Gіngkа, yoRodgeWhatsGood, vеrsасе",1167,125,9,1,6.11,12.11
Round1,"Voidreyli, zolaf., Gaggle.",1168,125,9,1,6.11,13.89
Round1,"youtube PeekAbu, youtube lolida, Youtube Pexcsy",1169,125,10,1,6.0,15.2
Round1,"TNA Frostty, BBG XTRA SKEETII, gеrky",1170,125,9,1,5.89,13.78
Round1,"EclipsaeSon69, Ramundo2, meh zeta",1171,125,10,1,5.7,14.9
Round1,"artuccine, vG jman, merkuccine",1172,125,9,1,5.67,13.44
Round1,"MistaVee, Toleify, GODSENT CLYD",1173,125,10,1,5.6,15.9
Round1,"zofir on yt, arrowѕ, pyra capcapcap",1174,125,9,1,5.56,13.33
Round1,"sadboy zee, sadboi zinq, YSN キ",1175,125,10,1,5.4,14.6
Round1,"MB4 MB5 C LSHIFT, St0rmFull, GlitchLagg",1176,125,10,1,5.4,15.1
Round1,"Tomms Not Gross, Carter.シ, RespxtMyShots",1177,125,10,1,5.3,13.4
Round1,"Aaron is dog, Best player Stax, 200iq TGLIsaac",1178,125,10,1,5.1,13.9
Round1,"Deanneyyyy, millo7., ΙNFANT",1179,125,10,1,5.1,14.5
Round1,"bﱞrr, WOORILLA JOKE, wilezky yt",1180,125,9,1,5.0,12.11
Round1,"支柱 raayem, rxsty 父, stxrm ay лол",1181,125,9,1,4.78,11.0
Round1,"Ziv., Jt On 60 ping, Fragger Kosmix",1182,125,10,1,4.7,13.3
Round1,"The Magister., fyr-fly, Big Logster",1183,125,9,1,4.56,11.11
Round1,"BartholomewΔ, whiiggz, TRIZLE OWA OWA",1184,125,9,1,4.56,12.22
Round1,"stiefe ay лол, dae ay лол, h1dn ay лол",1185,125,9,1,4.44,11.11
Round1,"cedireyli, TTV SpexzGG, tyla 雪",1186,125,9,1,4.33,12.0
Round1,"rip off clix, copulate Love文, Mr.Huntex",1187,125,10,1,4.3,12.9
Round1,"Poderoso slummit, AG ERIC-SENPAI, ᴇᴢᴇ.メ",1188,125,10,1,4.3,12.9
Round1,"imhudzon, brzndon1x, IGL ZeroLogic",1189,125,10,1,4.2,12.1
Round1,"huzaifahroonie, Peppèr ., Twitch m1nez",1190,125,10,1,4.2,12.2
Round1,"spankymonkey43, Đestinylol, StelIarr",1191,125,10,1,4.2,12.8
Round1,"zelqǃ, twitch kendoxszn, Xcott1x YT",1192,125,10,1,4.1,12.3
Round1,"SHAYZ 父, Staki 父, Yapzs 父",1193,125,10,1,4.0,13.1
Round1,"Divoxo, Suррsinatorャ, tomas漢",1194,125,10,1,3.8,15.8
Round1,"OmgItsRedFusion, Jimmy Sucks ツ, Optify Foggy",1195,125,10,1,3.7,12.8
Round1,"EpikDub., sycko fragsツ, SЕCRЕТ",1196,125,10,1,3.7,13.0
Round1,"Мurkn, skies人, minusǃ",1197,125,9,1,3.67,10.0
Round1,"LoGicz luvs u, twitch veryflux, Brady On 0 Ping",1198,125,9,1,3.67,10.78
Round1,"MATT么, FNCS CesargraalΨ, TxMark ϟ",1199,125,10,1,3.6,13.1
Round1,"ТikТоk 4hеаdﱞㅤㅤㅤ, yt Coastszn, Twitch Fonic",1200,125,9,1,3.33,11.0
Round1,"OliviaBaker Simp, ÖMARWTF, DEMON R0NI",1201,125,10,1,3.0,12.8
Round1,"KYCE.exe, сhеstеr, АВE",1202,125,7,0,6.29,7.86
Round1,"ƙυριԃTV, GΘΘΒ, Always_Radar Tv",1203,125,10,0,5.9,14.3
Round1,"Dr Cmario, KingGoldSpaZy, LD SantPark",1204,125,8,0,5.88,9.0
Round1,"YouTube Vandle ӝ, SENTA CLAUS, Velocifi",1205,125,9,0,5.78,12.56
Round1,"TS Drewx, TS M3GA200, TS Joaquin",1206,125,9,0,5.56,12.0
Round1,"Trappin Guahg, Stahrz, fihј",1207,125,10,0,5.2,13.3
Round1,"Gonzo Noire, pelly301, Gonzo Malgre",1208,125,8,0,5.0,8.88
Round1,"Twitch Jashunn, JACKOC4, Twitch Jrangerrr",1209,125,9,0,5.0,10.67
Round1,"steph mcknight, lil ryxnzy vert, FNСS Derek",1210,125,10,0,5.0,12.2
Round1,"Heavenϟ, DEMON VALSS., DEMON ISSEY",1211,125,10,0,5.0,13.1
Round1,"TwizOnMid, Twitch RestFN, CloverM.",1212,125,9,0,5.0,13.33
Round1,"Tascle, Twitter karmaszn, Avemfn",1213,125,9,0,4.78,12.78
Round1,"Homеro, Homero is cute, Charging.",1214,125,10,0,4.6,13.5
Round1,"TNA.Yiccx, MisterMurderTTV, jayﱞs",1215,125,9,0,4.56,8.67
Round1,"GhastFN on YT, Jasperlol., Drox on SARMS",1216,125,10,0,4.2,14.2
Round1,"Fragger Xhol, Twitter Joshhxbl, XoticzrrFN",1217,125,9,0,4.0,9.67
Round1,"Twitch wickftn, TRXMPAA 父, muffxd.",1218,125,10,0,4.0,11.7
Round1,"dustbunnnny, Afrodiac, PeanutButterDavy",1219,125,10,0,4.0,13.7
Round1,"Youtube Darkopz, water dabdabdab, hіrа",1220,125,10,0,3.9,13.9
Round1,"UV Pok3r, TTV_JaeFullSends, UV Eastend",1221,125,10,0,3.7,13.2
Round1,"LeandroC.神, Papi Gabh神, Twitch ArcedFN",1222,125,9,0,3.22,9.89
Round1,"josu ay лол, Derick12lol, BW Yxzhito",1223,125,10,0,2.5,11.1
Round1,"twitch castsznn, Hancle, Potato ﾒ",1224,124,9,3,4.44,14.11
Round1,"krayzlol, Bugha Gear, CANTIC EH 30",1225,124,8,2,5.63,14.0
Round1,"Resеt, 2021 SEBBY, 2021 Tarp",1226,124,9,2,5.22,13.11
Round1,"Blueお, Spаll, Shаdоw .",1227,124,9,2,5.22,13.56
Round1,"ytsioM, MRKN Brxken, DK ionik",1228,124,9,2,5.22,15.11
Round1,"lil walter vert, MIHST 369, rticc",1229,124,7,2,5.14,7.86
Round1,"sое, rуde, duzаn๖ۣۜ",1230,124,10,2,5.0,13.6
Round1,"ig mezzo.fnbr, C1ppycupFn, Linar es malo",1231,124,10,2,4.8,14.6
Round1,"Better than Doug, JackedxRabbit, Toaster pc gman",1232,124,10,2,4.8,16.2
Round1,"Jeton ay лoл, TWEMON, 2EzY",1233,124,9,2,4.33,12.44
Round1,"Mifslol, Wonkru Nova, Rube ϟ",1234,124,10,2,4.1,13.9
