round,players,round_placement,points,matches,wins,avg_elims,avg_place
Round1,"bbg permreo, XTRA Illest, C9 Avery",1,243,8,3,14.13,5.88
Round1,"Cоmmandment, LOWGROUND KING7, NRG Edgey",2,239,8,4,11.88,5.88
Round1,"Zûky, fаtch, chukky ackerman",3,216,8,2,10.25,4.25
Round1,"SEN VALENSPECT, LG Xoonies., npen",4,203,9,3,11.33,9.89
Round1,"AKA Avivv, Trаshу, DT Rise",5,200,8,2,10.0,7.5
Round1,"ЅTRAFES, OUTCAST RAL, MAGNOLIAǃ",6,183,8,3,7.63,6.88
Round1,"Twunti, Sully ﮎ, rez 〆",7,180,10,3,6.2,12.6
Round1,"Craggy Coder, Peterbot ., Craggy Cartoon",8,180,8,1,10.25,9.63
Round1,"hallow4, dom, clаytоn",9,179,9,3,7.44,10.22
Round1,"Lowground 4bes, baby binky, Takle.",10,178,8,3,7.5,6.75
Round1,"lеo 2004, Twitch Vedfn, XnBad At School",11,178,10,2,8.0,13.4
Round1,"Peanut Brain TS, Sohі, Twitch r8ng",12,177,9,3,8.11,10.11
Round1,"Рrеdator, AKA Equitz YT, Hunt 私",13,177,9,3,7.78,12.56
Round1,"LG JAMPER 111, C9 nosh, EP PAPER 111",14,176,9,1,9.78,12.56
Round1,"All-Star Stonie, cobolt424, ms13 dany",15,176,9,1,8.0,11.44
Round1,"Liquid Riversan, vanish cazzypoo, 9L Lazar",16,174,8,2,9.63,8.88
Round1,"frat OFWGKTA, Snake Ackerman, OT Pxlarized",17,173,10,3,7.4,12.2
Round1,"endless gabе, eldian tahi, sprite dabdabdab",18,172,8,1,9.25,9.0
Round1,"AIM vorp, cowメ, 666 harbi 999",19,172,10,1,7.1,11.3
Round1,"Kn1pher, XPRT Xccept, Spayde OT",20,171,9,2,8.44,9.89
Round1,"potgxd, neeEEEeeemoxd, EayR0G",21,171,10,1,6.1,10.7
Round1,"Apolloz OKOKOK, Pure G5RC, santhroreyli ӝ",22,170,10,4,5.7,11.6
Round1,"Arab on SARMS, Nate Hill, Inno on SARMS",23,170,8,2,8.63,9.5
Round1,"VoidFPS, cN Nukеy, AimHackJack",24,170,8,2,6.63,5.88
Round1,"LDamienS, ETB メ, Okote ﮎ",25,170,10,2,6.4,11.3
Round1,"Chronic Jayѕ, bhronos, Devour Tkay",26,169,9,2,8.56,12.22
Round1,"chay5e, steanzz, CrackedNL.",27,169,8,1,7.0,6.0
Round1,"DukezFN, TRNL Threats, Chap is all in",28,168,9,2,9.22,11.67
Round1,"unofpss, sillygoose249, STRETCH is daddy",29,168,9,2,6.33,9.33
Round1,"TRNL Trap YT, ENDLESS TEEJAY, XPRT Foppe",30,168,9,1,9.22,12.44
Round1,"XSET Knight, XSET Shark, XSET Av",31,167,8,2,9.5,10.88
Round1,"TFC Sharkman., fearfll, Enquz",32,167,9,2,8.67,12.67
Round1,"TwitchMooAcademy, Apuqi, TheOnlyWhyFN",33,167,9,2,8.22,11.22
Round1,"Clank, MSF Cplіtt, Sрicy",34,167,9,0,7.78,9.33
Round1,"FS Degen, FS Ajerss, skqttles",35,166,7,2,10.43,7.29
Round1,"FS notpandda, Xen Squish YT, sto",36,166,10,2,7.6,14.0
Round1,"ENDLESS pgod, XTRA AIliege., G2 Jelty.",37,166,10,0,6.6,11.4
Round1,"littlemoth., joe.FNǃ, BlxckzFN",38,165,9,2,7.67,11.11
Round1,"rwituаl, chvsе, Jυzo",39,165,7,1,9.43,7.14
Round1,"LG Keys., streр, Аѕsаultrr",40,165,10,0,7.5,11.8
Round1,"czеr, Abbo., BassClapper69 〆",41,164,9,1,8.56,11.33
Round1,"noob teyo, Chimpま, Tabnae nae",42,163,8,2,9.25,11.13
Round1,"Jaro ay лoл, AK Jayth, TNA Vex",43,163,7,2,8.71,7.14
Round1,"BBG Bucke, BBG Khanasty, MackWood1x.",44,163,8,2,8.38,10.0
Round1,"Snowy Souly, kickzaroonie, fprtnitegoat36",45,163,8,0,9.0,8.5
Round1,"Noul ay лoл, Savaje ψ, Seem9966",46,162,10,3,6.9,13.4
Round1,"Prxmethium., YouTube Antoun, Youtube QuoteBTW",47,162,8,2,6.5,8.5
Round1,"Mаrs., bhegs, fadesxyz",48,162,8,2,6.38,8.0
Round1,"Dom ﮎ, yt duskyiwnl, Overtime Ozirvo",49,162,9,1,7.67,11.89
Round1,"Twitch.divinefn_, Rythmメ, Youtube PrexVFX",50,162,10,1,5.8,11.0
Round1,"Catchings., Ethvn ., Łui",51,161,10,2,7.6,14.5
Round1,"TNG Backitty, TNG Przm, TNG Crypto",52,161,9,2,6.78,9.78
Round1,"TNA ZUM, TNA SLICK, TNA STAQI",53,161,10,1,9.0,14.7
Round1,"Divine ChrisChin, Stunnа, Pliir",54,161,10,1,8.1,11.7
Round1,"TMP happed, GC daxor, oovik",55,160,9,2,8.0,10.78
Round1,"AdrianQT on yt, Arkive8, Сlamps",56,160,9,2,6.67,9.78
Round1,"Vis 父, cybez, Julty 父",57,160,8,1,8.63,9.38
Round1,"Nobu PaMstou, ARTSYㅤ, wCarey",58,160,10,1,8.2,13.6
Round1,"cerbs1, aliens ay лол, AМP",59,160,9,1,7.67,11.33
Round1,"аrеus, Е13, Zlаts",60,160,9,0,8.56,9.78
Round1,"atoms ay лол, rys eats bread, Sna tch",61,159,9,2,7.67,11.78
Round1,"baby tendies, baby claw, MamadFN",62,159,9,2,5.22,9.56
Round1,"Squiddz., voﱞrtex, 24 Dior",63,159,10,1,6.8,12.7
Round1,"hunky iwnl yt, GBG Bowser, Twitter zoohtfn",64,159,9,1,5.33,10.11
Round1,"mamy ay лол, scylix, Loadist on yt",65,158,7,3,6.86,6.29
Round1,"balanced rockz, аluсаrd., Ѕounx",66,158,6,2,10.83,7.5
Round1,"coconutgoatz, ev vоrtex, youtube milksfn",67,158,9,2,7.22,11.33
Round1,"FNCS NateySquare, youtube vertric, Beast Luis1x",68,158,9,2,6.78,9.67
Round1,"twitch snaxeyy, hаzzard, twitch vize1s",69,158,7,1,9.14,6.29
Round1,"Nickmercs, G2 Coop, SypherPK",70,158,8,1,7.38,8.5
Round1,"AK Defy, tickrss, Εdits.",71,158,9,1,7.0,11.67
Round1,"LG Joji, 9L TabzG, OA Whofishy",72,158,9,1,6.78,12.44
Round1,"youtube icxyfn, Connfident, Snipxy",73,158,9,1,5.44,9.44
Round1,"drip lord cub, Pwo Pwaya Dwew, lil Tizzly",74,157,10,3,4.7,11.2
Round1,"TNA Jeff, Rеhаn, 47 Logic",75,157,7,2,10.29,8.29
Round1,"Aperta_, cozhies., Aminished",76,157,10,2,6.0,12.5
Round1,"Elayoo., YouTube pawzfn, QUAZMON",77,157,9,2,5.89,11.44
Round1,"ЕNDLESS DEYY, XTRA Meroxo, ENDLESS Reverse",78,157,9,1,9.89,13.44
Round1,"TwitchSoarfnlol, kxnsai, Haze.FC",79,157,10,1,7.9,12.2
Round1,"DeRoller., Klaѕѕ, Co1azo",80,157,10,1,7.6,14.5
Round1,"LG Slackes, 1P Acornski, G2 Jаhq",81,157,8,0,10.75,11.13
Round1,"Matter 提, 016 Jororo, VanHoose.",82,156,9,3,5.67,12.44
Round1,"Katashiネ, CHEC, Maiyze Runner",83,156,9,3,5.11,10.22
Round1,"Youtube ZoloSZN, Elеctrify, Sаvуbtw",84,156,8,3,4.38,7.0
Round1,"Twitch NotMudzi, Twitch yDrafti, TikiFPS",85,156,9,2,6.33,12.11
Round1,"Rеxo_, twitch websterfn, Burger KNG",86,156,10,2,5.9,13.4
Round1,"EpikSpeclol, Twitter AuticaFn, Βubbа",87,156,9,1,9.89,14.44
Round1,"Xen Kiox, Jerids, Pure Ganzo",88,156,8,1,8.38,10.0
Round1,"rayZΚ, Apex Dmur, bankxxy7",89,156,8,1,7.88,8.38
Round1,"kwаh, c0dgenesis, Shaedess",90,156,10,1,7.4,14.0
Round1,"NorCal Doh, AKA Evasion, sрex",91,156,9,1,6.33,10.11
Round1,"Κrypticz, fluffydolphin942, big ego.",92,155,7,3,7.86,7.43
Round1,"AKA HEDA 74, Vanish Strodles, Slapiin",93,155,8,2,7.75,9.5
Round1,"coastisgod1, youtube atomfn, caleisgod1",94,155,8,2,7.38,9.13
Round1,"Jon Jon boi 888, dimedup, CoWsterr",95,155,9,2,6.33,12.0
Round1,"1P Brady, cxlturesk, youtube adhi",96,155,9,2,5.89,11.0
Round1,"Grand-Papa Yan, oLFN on YT, BontyFn on Yt",97,155,9,2,4.67,10.11
Round1,"YT Maniacaroonie, JJames ψ, rohans .",98,155,8,1,7.25,7.5
Round1,"Provic., Prosecutοr, TLfiber",99,155,8,0,8.5,7.75
Round1,"slaﱞid, Twitch KarmaWyd, Twitch YaBoiCapz",100,154,9,3,7.44,13.33
Round1,"Chronic Jayz, adv play, pdplague on yt",101,154,7,1,8.57,6.86
Round1,"maxwyd, Chronic Shxn, Screaamz.",102,154,8,1,7.5,7.63
Round1,"elitxe yt, LLAМА, twitch wydrainn",103,154,9,1,7.11,9.67
Round1,"Flаsh 32, psycho siphon, twitter 24klue",104,154,9,1,6.78,11.11
Round1,"ADV Dequented, zеmo, xxxjahsehforever",105,153,10,3,6.9,16.1
Round1,"MTS Shoker, Reven Flakz, Cyanic JouZy",106,153,8,3,6.88,10.63
Round1,"Ѕteelzy, Jеlly., Ѕtitch",107,153,9,2,7.67,12.89
Round1,"Zitraxム, lunrメ, darkness 27",108,153,10,2,5.8,12.6
Round1,"Twitch Entic_, Twitch JellyGG, Twitch Hyliux",109,153,9,2,4.67,9.0
Round1,"VCGO Paris, cloudZΚ, Twitch Bairosrr",110,153,7,1,8.86,6.86
Round1,"Ѕpike, Insight RiftMull, 7eoLeo",111,153,9,1,6.56,10.22
Round1,"Twitch FaneFNBR, Ghoul.Fps, Spiritzrr",112,153,9,1,6.22,10.0
Round1,"Twitch CozyOzzie, oraogه, Rws Jolly",113,153,10,1,5.1,12.6
Round1,"iNFMiX, Mutαnt, xen父",114,153,8,0,7.38,7.63
Round1,"Jellyу, Vanish Twistz, Kuht.",115,153,9,0,6.56,10.33
Round1,"hyprfishy, twitter leephfn, аdvised",116,153,9,0,6.22,11.44
Round1,"BBG Ajay, roqz, TMP vyx",117,152,9,3,5.89,12.22
Round1,"DK Sayth, DK presley, Nesta ツ",118,152,10,3,5.8,14.2
Round1,"Twitch Febnin, units xo, Blizyz",119,152,10,3,5.8,15.0
Round1,"BloomTF, Pilote., PlatinumRates",120,152,10,3,5.7,14.2
Round1,"hagzen dabdabdab, militaroonie, chepii -",121,152,9,3,5.11,10.56
Round1,"shekel., PUREMON., Flamiin.",122,152,9,2,5.89,12.0
Round1,"UNIXMON ψ, ENDLESS PATEMON, deal with nano",123,152,9,1,6.0,11.0
Round1,"Robustyz yt, Spaсeinator, Jusuccine",124,152,9,1,5.56,9.67
Round1,"Peaceful ӝ, f keys scooter, drizzoо",125,152,10,1,4.9,11.2
Round1,"UziiQt on Twitch, Twitch M1nelli, SEANN 父",126,152,9,1,4.56,9.11
Round1,"NRG Fakeknown, FS casqer, G2 Smqcked",127,152,8,0,11.88,11.25
Round1,"Chоoks, Raging fanboy, Rесklеss.",128,151,9,4,3.44,10.56
Round1,"Visxals, Ghoulゞ, Lаrson",129,151,10,3,6.3,15.3
Round1,"Linеаr Is Fun, outcast blqnt, Jaha.",130,151,8,2,8.5,9.75
Round1,"24 opz, terr go goated, vineree",131,151,7,2,7.86,8.57
Round1,"Clawウ, AKA Walkmanウ, Vanish Agro",132,151,8,2,7.0,10.38
Round1,"Altwann, YouTube djeqc, waterѕ.",133,151,9,2,6.33,10.22
Round1,"ninpо, Liпk, HUЅН",134,151,9,2,6.11,9.89
Round1,"34 Cwrti, twitter whfns, 444 Twist",135,151,10,2,6.0,13.2
Round1,"jаckie, TTV DestroyerFN, itsYacobbb YT",136,151,8,2,5.38,7.0
Round1,"COLHEART7, pаrur, MSF Eomzo.",137,151,9,1,8.22,12.33
Round1,"Masterǃ, psziv, LeBurgerandFries",138,151,8,1,7.5,10.75
Round1,"spookx ., jusripp, sparkgrr",139,151,9,1,7.33,12.11
Round1,"balanced hngry, zorq ﮎ, CJR .",140,151,9,1,6.11,11.78
Round1,"AKA Surgz, glepo ӝ, Ligmаs",141,151,10,1,6.0,11.5
Round1,"FS Ryle, Staple on SARMS, vL Pare",142,151,9,1,5.56,10.33
Round1,"Mavolant, Patehk, steеzlol",143,151,9,0,9.11,14.44
Round1,"colefnx yt, Youtube Kabutos, Mostаche",144,151,8,0,7.13,7.75
Round1,"fIuu., icicletv, JACEMON.",145,151,8,0,6.38,8.25
Round1,"DAВAВY, flopа, soccerfan2015",146,151,9,0,6.22,10.11
Round1,"50 XP, baby glasic, grape sauce",147,150,10,3,4.0,11.7
Round1,"smugу, OmG Me II, celesτ",148,150,10,2,7.6,14.2
Round1,"JAKE XXIV, TURKISH XXV, Zеmp",149,150,10,2,5.1,11.5
Round1,"SEN ZYFA 地, лцт, tuexy ﮎ",150,150,8,1,8.25,8.63
Round1,"VANISH GLACE, TSM_Zexrow, chaоtic",151,150,9,1,7.89,12.11
Round1,"jerian user, Dictate, Userz .",152,150,10,1,7.2,14.4
Round1,"ZAwakenZ, jack n beanstalk, twitch fayzoqt",153,150,9,1,6.11,10.89
Round1,"lyrа, Тranq, Derаil",154,150,9,1,5.89,11.22
Round1,"KlutchZG, Liquid TwoStep, LaggyZG",155,150,8,0,5.63,7.75
Round1,"vaИe, Faz7., Melohnz ツ",156,150,9,0,4.67,9.56
Round1,"ZombieϞ, han ay лол, kburbs7",157,149,10,3,6.3,13.8
Round1,"ClutchhNL, Cheema 〆, Flem 4PF",158,149,9,2,8.0,13.78
Round1,"Тilr, youtube echolmao, Prøps",159,149,7,2,7.57,8.14
Round1,"Nonvibɛ, Seth Nxcco あ, Seth Hakkio.",160,149,9,2,5.33,9.22
Round1,"Arctqrès, crashy dabdabdab, lem dabdabdabdab",161,149,9,2,5.0,10.67
Round1,"NRG СІіх, SEN BUGHA 父, FаZe Bizzle",162,149,9,1,7.89,11.78
Round1,"JasоnX6, J. Qwert, M7Evan",163,149,9,1,6.89,12.67
Round1,"Pfluger., ѕleepу, twitter supersfn",164,149,9,1,6.56,10.89
Round1,"cizIucky, LordNM dabdabdab, Gandhi dabdabdab",165,149,9,1,6.44,10.78
Round1,"Zyrids, twitch apathetx, Qulder",166,149,8,1,6.0,7.13
Round1,"Thiccboy Luneze, Мuffin ., Ravis Scott",167,149,8,1,6.0,7.13
Round1,"youtube cloudy., Medivant., 04 Jasper",168,149,9,1,5.89,9.33
Round1,"Ethor., shadоw ., 13 10 3 67 19 11",169,149,8,1,5.25,8.13
Round1,"demon domoo, CpMink, ENDLESS AIDS",170,149,10,0,7.1,12.6
Round1,"YUNG FLAWDA JIT, Legedien, TMP problem",171,148,10,3,6.1,14.6
Round1,"Niño enderman, 24 Lucky, EpikRafax",172,148,10,3,5.5,13.1
Round1,"Dziner on SARMS, 0 Earned Pryse, Νооdlеs",173,148,10,3,3.7,11.2
Round1,"TL Fro, tеzz, youtube mеrx",174,148,10,3,3.7,12.0
Round1,"MylIow, Twitch RvgFN, DA Rivers.",175,148,10,2,4.6,12.9
Round1,"Juјu, Hide n Sеek, Billz is weird",176,148,8,2,4.5,6.13
Round1,"XTRA Furiouѕ, BBG.YUNGCALC, ELITE SEBBY 74",177,148,8,1,9.75,12.0
Round1,"pure osp, Bully is all in, фрист C9",178,148,10,1,9.6,16.7
Round1,"Ҁlutch., loqqty, Assassingraal",179,148,8,1,8.63,10.13
Round1,"Denǃ, CLANKYYYYYYYYYYY, Washed Switch1x",180,148,8,1,8.25,9.63
Round1,"sz ay лол, daar7, Superisgod.",181,148,8,1,7.0,7.88
Round1,"Strіfey Reіd, rеlves, Αеrо",182,148,9,1,6.44,11.11
Round1,"SОRΑ, Jef21, Twinkyψ",183,148,10,1,6.0,12.2
Round1,"Twitch Dixonfn, my trio sells, Јoel",184,148,9,1,4.56,9.22
Round1,"unclаs, stell Ψ, Chronos 父",185,148,9,0,6.78,9.67
Round1,"k simonn, happy meаl, k mystic",186,147,10,3,4.1,12.4
Round1,"Slаyyz, youtube tetro, cinnamonswirly15",187,147,10,2,6.6,14.4
Round1,"Hаrk, Lazyǃ, youtube kuzafn",188,147,7,1,9.86,10.43
Round1,"arab worse igl, ttv spilogamer, ttv dareslol",189,147,10,1,7.7,14.6
Round1,"spadies, Nobu Beef, роakz",190,147,10,1,7.3,15.9
Round1,"TOP SHOTTA RESO, Michi ॐ, Wave Zadeal",191,147,8,1,7.13,9.88
Round1,"Aqualix Skivex, VizTa Menace, Euzey",192,147,9,1,6.78,12.11
Round1,"VNSH CBUZZ7, on phoenem sino, cduberson",193,147,9,1,6.56,10.44
Round1,"Twitch nereo ϟ, tyqzu ay лол, Twitch Scrxde",194,147,9,1,6.22,11.33
Round1,"VizTa zyfin, zanу ., vizее",195,147,9,1,5.78,10.56
Round1,"glоry, bodieslol, 69chubfanboy1-_-",196,147,10,1,5.5,13.4
Round1,"Fiery Exeos, artioz ackerman, potatxd.",197,147,10,1,5.4,14.0
Round1,"Tarclol, inhuman TaysonHD, Juån11",198,147,9,0,8.11,12.0
Round1,"Ginest., DL Zfisher Yt, DL Saucy",199,147,8,0,6.88,9.13
Round1,"DEMONMAKAKITO, XdepT is here, Flin1x",200,147,10,0,5.4,12.8
Round1,"Divv1k, Bаrber, Ryzе ӝ",201,147,10,0,5.2,12.0
Round1,"tftі, Outcast Scar, Spud Lite",202,146,8,3,6.63,10.25
Round1,"piece ctrl par, LMN Ecaru, LMN Strafe",203,146,9,3,5.22,10.78
Round1,"Nick Eh 30, Dawn Eh 30, youtube spdy",204,146,9,3,3.33,9.89
Round1,"ENDLESS OKIS, Ghоst Blаke, Ronaldo 11111111",205,146,10,2,7.0,14.1
Round1,"sidryan, Jetz ., jack ه",206,146,8,2,6.63,10.38
Round1,"FS Llondoh, XI Poket, 1050 jahider.",207,146,8,2,6.25,9.63
Round1,"Twitch Parxc, Resypical, twitter stavfps",208,146,10,2,5.8,14.2
Round1,"VEHXREYLI, youtube prevales, walkypoo.",209,146,10,2,4.5,12.9
Round1,"IIlIlllllIIIIIlI, wxka., THE BIG BML",210,146,9,2,4.22,9.56
Round1,"chuггo, bombstro, rеyеs",211,146,10,2,2.8,11.4
Round1,"YTDropz, Bigdcawesomer, 60awesomer",212,146,8,1,8.38,9.63
Round1,"Twitch Nevify, Xen Leekura, Dowboyz",213,146,8,1,7.13,11.13
Round1,"MSF yuz, captainy, AMWK",214,146,7,1,6.0,5.43
Round1,"FooliAuto, KRIMZ ., Twtch Nathaniels",215,146,9,1,5.67,11.33
Round1,"zyndio, COXY 父, AKA Treforis",216,146,10,1,5.1,13.1
Round1,"Swexey 〆, black boy on KBM, lifewtye",217,146,9,1,4.78,8.44
Round1,"24 Alpha, ENDLESS DYNOMON, Jackstreψ",218,146,10,1,4.5,11.6
Round1,"Elite Neeqo, TMP Hajie, ENDLESS Pandush",219,146,10,0,8.4,15.4
Round1,"aloof nvticed, Youtube Mizy, YouTube iKuq",220,146,10,0,6.2,13.2
Round1,"youtube tyroz, demix ., Rearrangement",221,145,8,3,6.13,10.63
Round1,"AG Gomi, GUILD Shuu ӝ, AG Pelon",222,145,10,3,4.4,12.0
Round1,"JadenShotz., SMITE ACKERMAN, Lws NetZz",223,145,10,2,7.2,14.7
Round1,"Chаzz, Clаritys, Fuzeac〆",224,145,9,2,6.22,11.33
Round1,"Вiggie Cheese, Twitch Kolux, Fоust",225,145,10,2,6.1,14.1
Round1,"Felix - -, Washed Sparebow, kyrharr",226,145,9,2,5.78,11.44
Round1,"Oco1x, QWAQL〆, Sa Tahn",227,145,9,2,5.67,10.11
Round1,"Treаf, Zation., Mаssі",228,145,8,2,5.63,9.13
Round1,"NKD Enhance, Twitch Burton, Kоlton",229,145,7,2,5.57,5.71
Round1,"АKA CRUSTY, youtube tiekko, Kippits",230,145,9,2,5.56,11.56
Round1,"Prospect10K Tv, Tricks Is Lost, Fullsend AlexB",231,145,9,2,5.22,12.44
Round1,"outcast kell, gooshrr, Statsyrr",232,145,10,2,4.9,13.1
Round1,"Twin ᘻikeS, Duxrk, Twin Rene",233,145,10,2,4.6,11.6
Round1,"OA Max, OhSteezy YT, Charmful",234,145,10,2,4.2,11.9
Round1,"Twitch lukqefn, jinx is back, Mr.Monk.",235,145,9,1,7.44,11.0
Round1,"Тriррy, qtclaps on chocy, ohreckz.",236,145,8,1,7.38,9.5
Round1,"crxspy., FISH CPC, dwaaal",237,145,9,1,6.78,13.33
Round1,"storms xv, shox ackerman, auc.",238,145,10,1,6.2,14.1
Round1,"tea ackerman, Prеsto., Shmеcked",239,145,8,1,5.63,8.63
Round1,"Bis How, PLP Raw., bis grinder",240,145,10,1,5.4,14.1
Round1,"StompzyBTW, IG Still Heroic, no earnings cold",241,145,9,0,7.22,13.0
Round1,"FaZe Thiefs, PerfectTilt, FaZe Replays",242,145,10,0,5.8,11.8
Round1,"Adverse Pravy, YT Capo Caps, xx_2845 KALO_xx",243,145,9,0,4.11,9.56
Round1,"cotroneо, diррs, a zxzxzxzxzxzxzx",244,144,10,3,5.3,14.5
Round1,"wezti, slackypoo, Jіmу",245,144,10,3,3.5,13.7
Round1,"100T Ceice, SEN Animal, The Uzі",246,144,9,2,6.89,11.89
Round1,"wakey., Twitch.Daazo, C1rnasty",247,144,10,2,6.7,14.8
Round1,"Ghost Nittle, mikey6., clarityG",248,144,9,2,6.0,12.33
Round1,"Slay AP, relying., Jbcao",249,144,9,2,6.0,12.44
Round1,"Hxmblе, Nеyy, phzenix",250,144,9,2,6.0,12.67
Round1,"paorha, ЕvanGG, dustуу",251,144,10,2,5.4,13.2
Round1,"ayo razz, Twitch KingBalk, Capo〆",252,144,10,2,5.2,11.3
Round1,"kоlor, Outcast Iciev, Υeti",253,144,9,1,8.11,12.22
Round1,"Kjrop, Mirevz, DL NEON",254,144,9,1,7.56,11.33
Round1,"juanpa wk, CrackedESP, GlukZy",255,144,9,1,7.33,12.89
Round1,"Gob父, pi 父, 6glass",256,144,8,1,7.13,8.88
Round1,"psycho dash, Lootboy Tobe, kid flood",257,144,10,1,7.1,15.0
Round1,"NO PR Ѕhаdоw, NO PR Darkz, NO PR Scoot",258,144,10,1,6.9,14.1
Round1,"LittleSpoon42, Cotal on yt, Vexzcy",259,144,10,1,6.7,13.0
Round1,"reet fan, Timi dabdabdab, Cyth1k",260,144,9,1,5.44,9.89
Round1,"TylarKuso, аverage player, worst plауer",261,144,9,1,5.44,10.67
Round1,"EZG Ѕоmtex, twitter toreiq, sf dylxnn",262,144,8,1,5.38,8.88
Round1,"Synеz, A1 Sujay, Hаrsh",263,144,9,1,5.33,10.11
Round1,"Kampo ӝ, VamosBarca3, Jakozy.",264,144,10,1,5.3,13.3
Round1,"foost yt, Twitch Jaglmao, Skapеy",265,143,8,3,6.13,9.63
Round1,"twitch LokySZN, twitch psdo_, ηγx",266,143,9,3,5.78,12.33
Round1,"Gabе, Еmpr, bacon4k",267,143,9,3,4.56,11.44
Round1,"LOWGROUND LINEAR, Youtube NoBinds, Smoöth",268,143,9,3,4.11,10.0
Round1,"SIGMER., Shipoprr, cleandn tv",269,143,9,2,8.78,14.67
Round1,"K3SH., E1DY., Y4RRY.",270,143,7,2,7.29,9.29
Round1,"CODE NIIAYAY, kod iwnl, d4mian0078",271,143,10,2,6.4,14.6
Round1,"ChaosGamingLive, qlez ӝ, Xay〆",272,143,9,2,6.33,11.67
Round1,"noob jelo, Lattice ., Atty 父",273,143,9,2,6.22,12.11
Round1,"Marwan On Twitch, voew, Piece Jesus",274,143,9,2,6.0,11.33
Round1,"TTV SnickersSzn, Рroudy, owen ackerman",275,143,10,2,6.0,14.1
Round1,"Crumblerr, KNG Nexy, Marzz_Ow",276,143,9,2,5.89,12.78
Round1,"eliji., Thunderlol YT, FNCS UniScarYT",277,143,8,2,5.38,9.0
Round1,"DEMON AMMO, Lawrenсe, 100T STEMON",278,143,10,2,5.3,14.3
Round1,"Aggrо., twitter ethiqaal, Ziggywyd",279,143,9,2,5.11,11.22
Round1,"MIH Polo, Blurry父, Camerarr",280,143,10,2,4.5,13.8
Round1,"DaSilvakid, Сhristianity, ʙoof",281,143,10,2,3.9,12.3
Round1,"Dxrant Ackerman, AKA Pozed, GoodGuyNani yt",282,143,9,1,9.33,13.78
Round1,"nοοdlefps, Parkeг, noob mini",283,143,9,1,7.56,12.0
Round1,"twitch 32wanted, OA Kiu, YT Pal is better",284,143,10,1,7.4,16.3
Round1,"TD Rodzian, twitter yoetzo, Twitch Bloodxl",285,143,8,1,7.25,8.88
Round1,"A1 Ace1xx 〆, Cid 〆, divine ح",286,143,10,1,6.7,13.4
Round1,"Cueӝ, zypr2005, Vуce",287,143,9,1,6.33,11.44
Round1,"Eαgle., TH Jakyrr, TH xFliiK",288,143,9,1,6.11,10.67
Round1,"Twitch MythicAMP, Twitch MysticSRP, Twitch DKLiKEBK",289,143,9,1,5.56,10.0
Round1,"Thomashd.-, soy mayq brooooo, soulxk ackerman",290,143,10,1,5.3,12.8
Round1,"youtube skatzy, soznа, nохyy",291,143,9,1,4.89,9.89
Round1,"youtube aeglr, Chr1stmas6, Xias .",292,143,9,0,6.89,12.56
Round1,"Decenedd, Tequilaeater, Prime1x",293,143,8,0,6.88,7.88
Round1,"TTV SneepGG, Golfox ネ, WorldCup Failure",294,143,10,0,4.9,12.1
Round1,"Viralツ, lunаr., JonJonfn",295,142,10,3,4.8,13.5
Round1,"Bowshоt, sindro., Ktrell.",296,142,8,3,4.38,9.5
Round1,"twitch tyofn, best aim evan, Antthepiffman",297,142,10,3,3.3,13.2
Round1,"nounzy dabdabdab, strawhat charlie, peepaw gage",298,142,8,2,6.38,10.25
Round1,"Pluthe, THE FATKAGE, twitch sbfuzz",299,142,10,2,6.1,14.3
Round1,"zeo ., VOLEX さ, ovo korra",300,142,10,2,5.8,15.0
Round1,"WΙSΕ, Chris Brii Z, mopy ψ",301,142,10,2,5.0,12.7
Round1,"WydMac, TiPe Shotzz, WydGage",302,142,8,2,4.75,9.5
Round1,"Twitch Crmss, TTV SurgeNAE, Twitch SkysoFN",303,142,9,2,4.56,9.89
Round1,"miny isaac YT, Twitch Slumpiiyy, Ƒusionz",304,142,9,1,7.56,12.11
Round1,"devꓐ, cripstreet prof, MTS vaylin",305,142,9,1,7.33,11.22
Round1,"soru ay лол, јonаh, qlxy.",306,142,10,1,6.7,14.1
Round1,"Sad lLogic, Venuz Lino, Bis Igna",307,142,8,1,6.63,10.75
Round1,"iceqo, Pieces ., kenki senpai",308,142,8,1,5.88,9.0
Round1,"youtube mokefn, Girdel, yt threatiwnl",309,142,10,1,5.8,12.2
Round1,"forenzic ay лол, comet ӝ, Fаrеss",310,142,10,1,5.6,12.1
Round1,"twitch akapyre, ENDLESS SNAG, piece ctrl crits",311,142,10,1,5.6,14.2
Round1,"DEMONSKIRT, DEMONJAG, Parrot ム",312,142,9,1,5.0,9.67
Round1,"nakψ, Deceptor., RetroFPS.",313,142,9,1,4.44,9.44
Round1,"Korrupted YT, Stellxur, XanyqYT",314,142,9,0,8.0,13.33
Round1,"Kawzmik, Swaysuo, Doxyfishy",315,142,9,0,7.0,11.89
Round1,"Zulster, Minimosh, FoxManYouTube",316,142,9,0,6.89,11.44
Round1,"1 Speedy, Foreigner DrilC3, lil Αdαn Vert",317,142,8,0,6.0,6.88
Round1,"frqdo yt, Impure 忠実, DarkHomieSlicey",318,142,8,0,5.25,5.88
Round1,"confused opp, ʎɔɐl, yung spoоk",319,142,9,0,4.56,10.11
Round1,"NRG ZAYT, Safіnator, Liquid ЅТRETCН",320,141,9,2,7.89,14.56
Round1,"prahpa, Drzpp, CozyboyBrisk",321,141,10,2,6.1,14.6
